load_center_id,connected_substation_count,active_substation_count,connected_vre_nameplate_gw,existing_dpv_local_gw,simultaneous_nameplate_interface_capacity_gw,province_code,province_name_en,province_name_zh,city_name_zh,lon,lat,annual_demand_share_in_province,initial_capacity_method
LC_156130900,49.0,10.0,8.174272345,0.6776542419999999,8.174272345,13,Hebei,河北,沧州,116.66443911504082,38.3089744793702,0.0887567029261631,simultaneous_2025_nameplate_stress_city337_route
LC_156131000,115.0,4.0,0.1905741659999999,0.0571767669999999,0.1905741659999999,13,Hebei,河北,廊坊,116.71117646881945,39.44841046832956,0.0698040245360965,simultaneous_2025_nameplate_stress_city337_route
LC_156131100,1.0,1.0,2.0259753279999995,0.164281126,2.0259753279999995,13,Hebei,河北,衡水,115.77631532458192,37.75562330370052,0.0401880468769227,simultaneous_2025_nameplate_stress_city337_route
LC_156140100,2.0,2.0,2.051608271,0.41545192400000003,2.051608271,14,Shanxi,山西,太原,112.50351285519928,37.84210700621036,0.0599552595824843,simultaneous_2025_nameplate_stress_city337_route
LC_156140200,15.0,7.0,10.822273226,1.8822163109999999,10.822273226,14,Shanxi,山西,大同,113.36667030835056,40.0379046454114,0.5312286721025848,simultaneous_2025_nameplate_stress_city337_route
LC_156140300,2.0,1.0,5.759290961,0.8532643729999999,5.759290961,14,Shanxi,山西,阳泉,113.55512260207196,37.92599603118112,0.0275627447126785,simultaneous_2025_nameplate_stress_city337_route
LC_156140400,4.0,3.0,2.321957017,0.4729975309999998,2.321957017,14,Shanxi,山西,长治,113.02989778178431,36.31692725390324,0.0486465218441389,simultaneous_2025_nameplate_stress_city337_route
LC_156140500,23.0,9.0,2.8125605929999997,0.44569441199999993,2.8125605929999997,14,Shanxi,山西,晋城,112.79485174754709,35.57381938472236,0.043940931922516,simultaneous_2025_nameplate_stress_city337_route
LC_156140600,26.0,12.0,13.053861343000001,8.976083878999999,13.053861343000001,14,Shanxi,山西,朔州,112.72096623351248,39.5361998464003,0.0371049019051827,simultaneous_2025_nameplate_stress_city337_route
LC_156140700,5.0,5.0,8.640472197000001,0.6145917229999999,8.640472197000001,14,Shanxi,山西,晋中,112.63291578245868,37.3587147513137,0.0507126286043778,simultaneous_2025_nameplate_stress_city337_route
LC_156140800,8.0,6.0,6.75889629,1.429226682,6.75889629,14,Shanxi,山西,运城,110.95266090865988,35.19432190892582,0.057479718276741,simultaneous_2025_nameplate_stress_city337_route
LC_156140900,14.0,8.0,7.021889159999999,0.9462107909999996,7.021889159999999,14,Shanxi,山西,忻州,112.52122665959035,38.77839636498186,0.0407743283416057,simultaneous_2025_nameplate_stress_city337_route
LC_156141000,16.0,5.0,2.706874159,0.4477734059999996,2.706874159,14,Shanxi,山西,临汾,111.48410267001404,36.11734846666359,0.0500295453267193,simultaneous_2025_nameplate_stress_city337_route
LC_156141100,2.0,2.0,3.2561290599999997,0.35035420699999975,3.2561290599999997,14,Shanxi,山西,吕梁,111.41473324602596,37.487949851231576,0.0525647473809703,simultaneous_2025_nameplate_stress_city337_route
LC_156150100,70.0,15.0,11.31027234,2.6634748339999996,11.31027234,15,Inner Mongolia,内蒙古,呼和浩特,111.72948153584149,40.79176853231885,0.0458846174600433,simultaneous_2025_nameplate_stress_city337_route
LC_156150200,113.0,29.0,21.076133789,5.220917781999999,21.076133789,15,Inner Mongolia,内蒙古,包头,109.96113697879436,40.69831241875342,0.1981141412345922,simultaneous_2025_nameplate_stress_city337_route
LC_156150300,81.0,22.0,19.357659318,6.940091041,19.357659318,15,Inner Mongolia,内蒙古,乌海,106.82269736274114,39.582625389576094,0.0655697283666934,simultaneous_2025_nameplate_stress_city337_route
LC_156150400,39.0,19.0,7.740350896,0.5876354079999999,7.740350896,15,Inner Mongolia,内蒙古,赤峰,118.94911696616852,42.628052688454034,0.0276162603015461,simultaneous_2025_nameplate_stress_city337_route
LC_156150500,63.0,30.0,15.820329271,0.5285982469999999,15.820329271,15,Inner Mongolia,内蒙古,通辽,121.62431018600812,43.839641529065474,0.1172975766484662,simultaneous_2025_nameplate_stress_city337_route
LC_156150600,37.0,14.0,4.253014831,0.5998807039999998,4.253014831,15,Inner Mongolia,内蒙古,鄂尔多斯,109.58667100778264,39.66014456248833,0.2089397625997416,simultaneous_2025_nameplate_stress_city337_route
LC_156150700,41.0,11.0,4.032339218,0.2049662109999999,4.032339218,15,Inner Mongolia,内蒙古,呼伦贝尔,120.85405789401491,49.26996502521311,0.0394217128210847,simultaneous_2025_nameplate_stress_city337_route
LC_156150800,54.0,22.0,18.435485574,4.956823828,18.435485574,15,Inner Mongolia,内蒙古,巴彦淖尔,107.68949925495794,40.98916732486706,0.0343919012009855,simultaneous_2025_nameplate_stress_city337_route
LC_156150900,89.0,27.0,16.628339843,1.2577295669999995,16.628339843,15,Inner Mongolia,内蒙古,乌兰察布,113.1097460129154,41.15430314551406,0.1518298431529103,simultaneous_2025_nameplate_stress_city337_route
LC_156152200,66.0,17.0,8.366519303,1.4964393159999996,8.366519303,15,Inner Mongolia,内蒙古,兴安,121.905161215619,46.09347388689226,0.0480339335353835,simultaneous_2025_nameplate_stress_city337_route
LC_156152500,83.0,34.0,40.373607353,1.6233877489999995,40.373607353,15,Inner Mongolia,内蒙古,锡林郭勒,115.5689647344176,43.64909606388234,0.0507626052429882,simultaneous_2025_nameplate_stress_city337_route
LC_156152900,7.0,5.0,3.3245597429999996,0.655542987,3.3245597429999996,15,Inner Mongolia,内蒙古,阿拉善,104.0123516177112,39.91072773123968,0.0121379174355644,simultaneous_2025_nameplate_stress_city337_route
LC_156210100,14.0,4.0,0.514915822,0.006993558,0.514915822,21,Liaoning,辽宁,沈阳,123.35410161299058,41.82549325358829,0.1841593284778153,simultaneous_2025_nameplate_stress_city337_route
LC_156210200,36.0,8.0,2.101290653,3.8762946840000003,2.101290653,21,Liaoning,辽宁,大连,121.75005018554734,39.13867630792671,0.1972786568654609,simultaneous_2025_nameplate_stress_city337_route
LC_156210300,21.0,4.0,1.1665075749999998,0.031478016,1.1665075749999998,21,Liaoning,辽宁,鞍山,122.9523177875926,40.98335739993917,0.0834370660571258,simultaneous_2025_nameplate_stress_city337_route
LC_156210400,11.0,4.0,0.878794078,0.034247374,0.878794078,21,Liaoning,辽宁,抚顺,124.06179011809262,41.87224462041748,0.0839221806871898,simultaneous_2025_nameplate_stress_city337_route
LC_156210500,18.0,1.0,0.025,0.0,0.025,21,Liaoning,辽宁,本溪,123.9835702916288,41.28642927935575,0.0639164313602336,simultaneous_2025_nameplate_stress_city337_route
LC_156210600,15.0,4.0,1.205447273,0.012754918,1.205447273,21,Liaoning,辽宁,丹东,124.2151982893336,40.21474114967047,0.0321271883329892,simultaneous_2025_nameplate_stress_city337_route
LC_156210700,14.0,5.0,1.062702017,0.043003777999999895,1.062702017,21,Liaoning,辽宁,锦州,121.34756366009502,41.24102933387646,0.0443471206527878,simultaneous_2025_nameplate_stress_city337_route
